,uri,popularity
18914,spotify:track:0D2jVf87IdcynTmjZpQDrV,43
18915,spotify:track:5ZtE8iZ1o8IJ3cFQk5SFJn,0
18916,spotify:track:20RSgpo3WNIz3IYQ8bmEiu,0
18917,spotify:track:2g3vpJiqwswGJbUOSkCWqC,59
18918,spotify:track:4rW9EUFaMSNVY8JhbqrB6z,68
18919,spotify:track:5EDt7cxNUAVK0QlGjPo1dZ,53
18920,spotify:track:72kmChwnjHu0Gi92YyVAZN,32
18921,spotify:track:3hWp69Hxk5wpjTwu6F1ELv,49
18922,spotify:track:2VV9KHwOfrS7ZOEzPZJFLJ,59
18923,spotify:track:1ku4L6AywP1gY36BKYRvg0,55
18924,spotify:track:2Ed2l31pnYh2gfptoOC4kk,35
18925,spotify:track:1giySMOHPQMb1nD3s5OCTs,0
18926,spotify:track:62EcdBCqjB62CxnhgBkkJT,62
18927,spotify:track:3BXe9ZWHc05Ejzo51NuQVG,52
18928,spotify:track:0kOG4bwpKgRlcJw1NA6csR,63
18929,spotify:track:3l4cnZdtNbVZgV3ICYh1Ni,57
18930,spotify:track:63u5QGp9dKXAoYTVKUKBYn,59
18931,spotify:track:6edUYy5asvbrPZ1iFve8ep,49
18932,spotify:track:0pghPocTwFg6ckBUs52SQ8,62
18933,spotify:track:3JLcNwHAKhObE2sUe8IhlL,36
18934,spotify:track:3Sn03jAhOXrQaSUdlATjrJ,33
18935,spotify:track:0MbcutYUIQAtgtlLRHS6Cl,54
18936,spotify:track:4smdDxU927wqJsaNr8RkTc,42
18937,spotify:track:0xlkEm5LDq4rXItcsWxQNk,39
18938,spotify:track:26gW9rEDqVyfbDwPSCF4CP,36
18939,spotify:track:2IoqZQoxTTeJYbBDFtwRBc,34
18940,spotify:track:2T9QCRiYah7FTX25XebmWm,31
18941,spotify:track:6VzugG03A5OieXT0BZmZxe,44
18942,spotify:track:2ZekuYUoEIBrUwHOY0gcgB,51
18943,spotify:track:34SQ0QfLSR316d8KL2zkuZ,65
18944,spotify:track:4IZOdhEvXYWqh5XAXYzBk3,60
18945,spotify:track:1WFAhQMCbWkYq8dUqPakEM,52
18946,spotify:track:5ZlPmjDhZi1qQWVHiaU7MU,0
18947,spotify:track:6xg1QqOoXdgZhagOwzwGZV,43
18948,spotify:track:7d9o30zOO3ukNhb7UJqi7d,50
18949,spotify:track:1GR5Ak5JH6TGAB8ITHCR30,39
18950,spotify:track:0lFIuJQwPjFH9U7ddeSuPq,50
18951,spotify:track:3qrHTum1iqRBRAQwzqOn07,50
18952,spotify:track:0WyFpxYlBCgH1gMXd26OOr,61
18953,spotify:track:1NYaLhEksvC13Gwgn7dAfW,34
18954,spotify:track:5o6sSAGtypSJgErN0IOKYm,12
18955,spotify:track:4TdCv2H0CVnHY4aTnIUXdb,46
18956,spotify:track:0CWFczodn19J8r9dftuMMH,57
18957,spotify:track:4EETgKkkLxXrsrc0q50K1P,54
18958,spotify:track:4maDgWZteM8Qwr3HjJGRo4,44
18959,spotify:track:7k0ahlHosIWblaaIsEqJ8M,56
18960,spotify:track:33LSgUa20mKNgeut1XwP2E,53
18961,spotify:track:3mHAyclWdtFASQuobdnDf8,51
18962,spotify:track:5ZMFVgZSYvbq3SmgRwaGMa,49
18963,spotify:track:3c7YHj31Z23VH5UYNm7WPL,44
18964,spotify:track:4Wc4W6wZoHsmd4K6FZspx0,47
18965,spotify:track:5rj1jiNzy1CXpWIt1u9w4a,42
18966,spotify:track:4T5Z4mbTe7kuGqgLpaRtTh,64
18967,spotify:track:6WCqjXvMxAN2yP4dzeoyhF,53
18968,spotify:track:5uaP5130ErwXN5tfUl4a8K,40
18969,spotify:track:5MPkjPUMxPaNYMYDIGJ6v7,25
18970,spotify:track:2oPCR02nduYVpj7CTfsA0d,18
18971,spotify:track:1TSQc1KEuF7HdfbzZ6jy1I,41
18972,spotify:track:3nGf1Gb3Lf8R5oYj33qj6M,42
18973,spotify:track:2fg57f7RGJ43D5ZUogFFUD,25
18974,spotify:track:2xD86KrQf1DrMuxu5h4vUT,49
18975,spotify:track:35DciiuaU8Lut9EkrlP4wR,55
18976,spotify:track:53lnXxETBx3eRxFG30F3v1,0
18977,spotify:track:0K2R5ECfzYqSyBLHXywRo5,49
18978,spotify:track:21YACJjPs7xR9JcgCHspDb,45
18979,spotify:track:6HjO2jXfuOEDMwCofEYmPR,0
18980,spotify:track:59Yb6w8DywcHViQUsd85Go,47
18981,spotify:track:3Jj0dp9OROaP8de8hH5BBb,41
18982,spotify:track:4lEFOQiVlXsC8nejwMDQpG,52
18983,spotify:track:4Bqz6qghw4S9k02SGvum1y,29
18984,spotify:track:5vhMwjTnrTYZQCPjepIhM9,34
18985,spotify:track:53u1hLiGpYKRvZ3zoo4dSV,20
18986,spotify:track:0DO0LQIeDEaMu4PMICtRmg,19
18987,spotify:track:2uPVnXn5jZ0fKQ0paxF4ZS,28
18988,spotify:track:69UyfSal46XJnSHsP2j5bJ,34
18989,spotify:track:43DZiCs70UbYwEHLA3S6Z8,0
18990,spotify:track:3rpv4DmrFAC6tAfDWx4FTC,35
18991,spotify:track:1AdlT7kyTurdLmuUkfhFoa,32
18992,spotify:track:28iNRPwwXCEF0Zm35RyqZB,32
18993,spotify:track:2aTMmPJ5ePJgoB5MO5R79Q,26
18994,spotify:track:3H9lR4LFU0nmaix4jxXTal,21
18995,spotify:track:4n0xztUAbHPUV8G3NQvF30,63
18996,spotify:track:5y6kbW40ouuZNSQuSozFAr,32
18997,spotify:track:0LtjwU2EovRkliv45kJutk,21
18998,spotify:track:50kyuWI3BDGNoMmR6f0ayp,0
18999,spotify:track:2OoDlxJ3mP8UTDGLMhK02x,0
19000,spotify:track:4l0L2GAwa3Z2MFGQyolVf0,49
19001,spotify:track:1HehGmky06OZLM9Vz2PRZL,0
19002,spotify:track:64tBi4bWOGgPURGu0nskjU,0
19003,spotify:track:06FVPdUiZphZ8ZQU2vD5bQ,0
19004,spotify:track:7Hle5ryHW10GCpkE8pxlpx,55
19005,spotify:track:6i7dw0Z5BDEnwVYk84bQmf,42
19006,spotify:track:3bZKIfJVpW8HktEafRnRP2,58
19007,spotify:track:7A5hSULESGbVMIG0F09TQD,27
19008,spotify:track:4RLMBROzNkYKnKBSz7zkc9,0
19009,spotify:track:393yMP4QZGS4KDEyBGb0JC,0
19010,spotify:track:5iYKnmjIuI9OZhiAI9f5Mc,0
19011,spotify:track:0rO0JuXKp2N46YIQb3mcvv,35
19012,spotify:track:6QgEK6fTnReKyNoCp0Toms,0
19013,spotify:track:5KiwfWPrwlAtoi6J8Kxvof,46
19014,spotify:track:7oE8dFBb6AtemPMkwsz1ET,36
19015,spotify:track:5J9eZuWpDqrrz2VbGPz3BU,0
19016,spotify:track:3DV49ruvI5Sl6iisPZAc2c,62
19017,spotify:track:54EWDYWhs4w6SODnxabuoh,49
19018,spotify:track:3T6MAweakkNrMYs8jZIWtg,65
19019,spotify:track:609qKv3KPAbdtp0LQH2buA,64
19020,spotify:track:2NqHZYzBWUHbbpDDgdGWJL,53
19021,spotify:track:3EOR2DM2Ryuw0SGxvJcZf0,0
19022,spotify:track:2A69wys3S9uiPSmn6UZWJn,69
19023,spotify:track:0wcDu6p0q2OjbzOltoiRMN,45
19024,spotify:track:5vuMtXS5kQ7F0o9V9rG1dG,61
19025,spotify:track:5GjoCfnnaXXbSxK7aYW9X0,36
19026,spotify:track:0Gcj2vsg4VBmkArxOEfrEs,40
19027,spotify:track:29FBIpyTuflINmsxbD809P,23
19028,spotify:track:5IxXl4qLDoh16PJ5E7lnql,44
19029,spotify:track:00pLvXMdSXJG8HLliuWTWt,45
19030,spotify:track:5d3kBmxHuMkHLmgXuCK30M,46
19031,spotify:track:6oFpjGoHwViA4aA6LdLmJx,36
19032,spotify:track:387d34iruAkp5VeT07TmJZ,42
19033,spotify:track:5QjojS4gO6z8iCaU8WDeL7,0
19034,spotify:track:29rBJWizgnVht4qXpHyDxh,53
19035,spotify:track:3cW989C4C6FZ6IzUkw158j,15
19036,spotify:track:35WhawODuOs0kaHxwmPA9D,0
19037,spotify:track:49Ueyc7bkbBmEH7bFlRoL0,8
19038,spotify:track:0Z3zO5I2C5jBwBicXN5F5o,37
19039,spotify:track:2QTp2o96FG61yVAxZTHqSV,45
19040,spotify:track:4ViTIjyIu20lflnea1eyDB,44
19041,spotify:track:7r5Q8PAJtlwYRoPtlZcOBv,16
19042,spotify:track:3z3vQXiLoHuSn8CQP9cBQY,0
19043,spotify:track:2g5cChGDcrjtpRVGA7q4Eh,57
19044,spotify:track:7wQoY9Wt12wRaWeJ8pHMVA,14
19045,spotify:track:3uRZdsfjv6aWD7OV6VQPz6,34
19046,spotify:track:0lOEOflAkoqLcgp0jqshcZ,0
19047,spotify:track:4zl9PlxEgWnlAywWZjV4IR,22
19048,spotify:track:4BFb06t2AWUA3mWMbIePmA,29
19049,spotify:track:03dTMO4H8B2OSv5FmXtpON,33
19050,spotify:track:3nMIGUBmSu9QN6SzPLRQeg,0
19051,spotify:track:6svZ9rs70wvsCWacMHgzPM,0
19052,spotify:track:1cMz6rroBWiUPjkCIxtMAN,40
19053,spotify:track:1mHIPwBTrEyQ62BTo3GzUq,6
19054,spotify:track:5QhSEnKxFB9aOsDqlM97Om,30
19055,spotify:track:7oDjaRDdf9zNQ8N3yRjQwF,0
19056,spotify:track:3uiQ8zYvOqOO9uBfhXdiKB,0
19057,spotify:track:6RR0gGywnokuXCekeT1CF8,38
19058,spotify:track:00iCRJ7pk3onHablkLyVH1,50
19059,spotify:track:3iut542DAj1c44VzyA6CpN,52
19060,spotify:track:5ho74ZlMvEbyhFutCd8SGg,55
19061,spotify:track:7gvJadQt9vhgVHG7O1L2sc,3
19062,spotify:track:3Zq3hTVRPNvAIK5Ej8MqOO,47
19063,spotify:track:7eq8BnsFJ9PHXQnSm8pZw1,9
19064,spotify:track:0ytw2owVvegkIS87txqV1O,0
19065,spotify:track:6MzMjCBJ9VuzaO9eX5GQRC,14
19066,spotify:track:7t8AhVb1nd1SOhutQgM62H,0
19067,spotify:track:6m3ZXs465Rt4Tc1iiLktXL,51
19068,spotify:track:4K4l4lbc7LX6NjXxFp7E4c,0
19069,spotify:track:3hWwssB0sQFJDTJa01wl6P,33
19070,spotify:track:1eW4xUWUcrB0bGmj9hybs2,42
19071,spotify:track:0Cjkwdd0w3cazvtZJ5e8ax,0
19072,spotify:track:5cr5x6P4jXpDJE4KgkCdDY,35
19073,spotify:track:2fgAJeky8Cpsr8Cfvn2NVp,53
19074,spotify:track:7furCGpHlxNFNsybOVBlGX,30
19075,spotify:track:3V8vWoCbKbfjNrPaQ4YtSg,52
19076,spotify:track:0NNKB1vQpy4eTeRFdalIDA,29
19077,spotify:track:3HYUoBfxI2o66tUBQ5vhs0,0
19078,spotify:track:6vpmEb3q6U7trxPRMC2lnf,45
19079,spotify:track:0psbBdxOb3A8WMuG3ludUw,30
19080,spotify:track:6W7XAzKUerlKPSztkOb7ld,0
19081,spotify:track:34DdiMOZFVqMHu0uJ2Vd8a,51
19082,spotify:track:0TGTE9TEh9qzuFwmtRNICn,59
19083,spotify:track:6Xhqj29KSYBJSnlh7ZwXi2,0
19084,spotify:track:4DyfJFTQb27adTDdhFeSgD,56
19085,spotify:track:5sSuYy2Z0nd2iLOhyPLMNg,30
19086,spotify:track:0EbMX2hjQI9C7rRxuLUcJk,0
19087,spotify:track:6ulet7v2KicrXN6RIEXjeQ,0
19088,spotify:track:5DWd8yl1yOk7tWay2k6R2V,29
19089,spotify:track:5mSJgLW43dmFEMK50ECr0S,42
19090,spotify:track:44gZSuP2nPUvab9ajBrnVM,48
19091,spotify:track:6Kb8WLckgaTdAVCViYliPx,0
19092,spotify:track:5d1G2EevctGiuNYrDJPphT,0
19093,spotify:track:0yTJtxZJ5VLfBEHhiNUNeY,65
19094,spotify:track:4fEF8iLpMlSt3a02Vw532I,0
19095,spotify:track:4WfjYOo0JxommRm1PyObJl,60
19096,spotify:track:3WUiiqaOUI1K6ttDLS2dJ1,42
19097,spotify:track:3YBYCxerAPKmi7mxxspJ21,22
19098,spotify:track:4XCpDE4pLTkkQ0kudqBLdS,49
19099,spotify:track:4PFURIHolBV6gXQs5lH570,10
19100,spotify:track:1z8Ri7dzCg3EnWx4gr0KnO,9
19101,spotify:track:1F4bXwGiiLyCQ3JbkKjtO5,7
19102,spotify:track:44kxtKjtqycqi1INVYl21D,17
19103,spotify:track:11E1Xpu94v5e5qGJO6no64,21
19104,spotify:track:32MsBiWwhsHXpoKUlh1BN3,8
19105,spotify:track:0tQ3UNjWYzB53QnGzLAqVB,10
19106,spotify:track:6TvhhNSHNbM7snvQNtBJyk,8
19107,spotify:track:2aiLqpOEw4fwgnh5aPsiuI,0
19108,spotify:track:3bA0hrJrzMDww3ChuXBDCs,37
19109,spotify:track:47prNzqRUL0L9z9qZRRbZj,42
19110,spotify:track:06bp6mIqFstXamxGpqWyyo,43
19111,spotify:track:7EEpwZQXUxUOAHNH9ALY03,19
19112,spotify:track:1t29e18N84JoZlKfSFKOdk,34
19113,spotify:track:6SHXvrdyCJYt5icmbW66om,33
19114,spotify:track:1YNovBLh0giCYkIFf2we5j,0
19115,spotify:track:4lPSgKqSWISlZ7UtGPGmSl,0
19116,spotify:track:6YBzOwd4jKZjFbEPYOuYl1,36
19117,spotify:track:3zXX7FaVDlBieYwF4EHejh,0
19118,spotify:track:2glODKy9vTwXzbFwiACdtS,0
19119,spotify:track:0vMhWVMsjAnw9FcejVNjeT,12
19120,spotify:track:2r28VvWB0kMA3o4epSlcJG,0
19121,spotify:track:1i3Xz4w9VcqEG4QXLX9Chu,29
19122,spotify:track:5f51eKOzliTl6wBgBPHzor,0
19123,spotify:track:2mHx4SyBWXEnPtRWcz0ZSB,35
19124,spotify:track:28aP4b98MJOlGrO5v3YoJl,0
19125,spotify:track:52uUYGcE3S36l9t7ZhBwA6,0
19126,spotify:track:524nCOIQg9fi0pETVnbpv8,45
19127,spotify:track:3QatFdV6WULnL12Aj4Q1cW,29
19128,spotify:track:27mT3JdR3sRJyiMBFHdhB4,59
19129,spotify:track:2FFYeeIB7Vxj5qL8xr7Kd6,0
19130,spotify:track:6f8NfeynFwGIeMLxIhmaB9,38
19131,spotify:track:1L1vWlBmczGdw74eQOtrtD,40
19132,spotify:track:1zaFz70oFRoyiV6lv3kwen,15
19133,spotify:track:6R6pSO0R1MP8sU5dkXN4uo,0
19134,spotify:track:5EAIvJhrfTJJEc0JH5q8m7,49
19135,spotify:track:0AVzhaaOaGgdyXJ2orgfwC,49
19136,spotify:track:78crTB0HGLcAa8tHpBMqZc,0
19137,spotify:track:1BgSJnoM44sIin6ESsZMkP,0
19138,spotify:track:2SAhbZ5QqI5Tof5DeBjGyF,41
19139,spotify:track:7Fx3o9QtK1vtpkEWkM6OJu,46
19140,spotify:track:3aCxHA8jeQ6OepXogVMheu,36
19141,spotify:track:0TDxwJVe8fd6VrmnEHT4Mq,6
19142,spotify:track:0DQEvC22c60Hk0nHTXVRSY,0
19143,spotify:track:2vdId18EePzFhwfp4ryqFq,0
19144,spotify:track:6PyxrogMU9imKqVtKx6840,57
19145,spotify:track:4wx2eJk0aTUVtJzJd8FjMr,30
19146,spotify:track:1BFBErSK8j6p4hZDgqTCAC,37
19147,spotify:track:18YIDJGWXocUPFbAzTaq8g,52
19148,spotify:track:5czVBtQMKXLZbspJFi0YO6,33
19149,spotify:track:0IRdGYwoPAnu2VAAXxu1o4,0
19150,spotify:track:3OfDHWT1BMKh83Cvvbcleq,10
19151,spotify:track:7k9tjaIq7zEmMFqNth3oWu,14
19152,spotify:track:63eXW1UGLbqCx8MLAoBnWZ,28
19153,spotify:track:07ARBxsDbIdAxLwuRCkGJ4,39
19154,spotify:track:1sTUEdVO85YU8Ymk2jeAls,0
19155,spotify:track:1LD52Nzt9wg1vB3F6gelPH,46
19156,spotify:track:72mvdKU4Lw2737idPLKTjh,56
19157,spotify:track:6rBaWJuBUzcpGI5iNKleWs,11
19158,spotify:track:0HBWIEEWTqnLmZAo8XLcGt,0
19159,spotify:track:5Ma3BlNVDtn3JiwMEafSaq,66
19160,spotify:track:5y2xDW8H6olL4GqJXtDugS,0
19161,spotify:track:6eEZH8Y3lgmILNqt6SP1Xn,44
19162,spotify:track:1Vf5YI99OWk2vVUp8ybra0,37
19163,spotify:track:03Y4XvMs8CcSVM7zQwdECF,0
19164,spotify:track:1lbgPy6qUbszFfZwQVec97,39
19165,spotify:track:2yDM6J0I2vya3uGub4kli8,0
19166,spotify:track:7kkEvqaqNQ1CxxPd0gVHYc,0
19167,spotify:track:1KDnLoIEPRd4iRYzgvDBzo,0
19168,spotify:track:3HxdmLK9jPkpRLHjZ9FZ0Z,41
19169,spotify:track:7qma5iUVCWjcUDnjbElqIh,40
19170,spotify:track:6TTtJwtPEAI7yPHKR3XEKE,0
19171,spotify:track:5XcBwPpx6rRRwPToeFYvVD,0
19172,spotify:track:0vU7Vb42qkjeSsmmNG5g3W,0
19173,spotify:track:4OLVK3kktkdLPp8dDgoCtb,62
19174,spotify:track:4EndPA8b6FDWYp1RgsnLEB,61
19175,spotify:track:7GgUY1TK5etQrJqCVuYWMW,1
19176,spotify:track:3PSMcb1gU5A8DveqU2K4z2,55
19177,spotify:track:2tKqZsc0epdLrsNUT6y0Ls,51
19178,spotify:track:4Y1ZvAbetcpZsmedL9uhmR,37
19179,spotify:track:6HHJxsLsk7clcPOaNEZfqW,47
19180,spotify:track:1VvyRNSVBKuvENwpyiVlBU,0
19181,spotify:track:5bldrrpdHrTeaWNT1Kp5xs,0
19182,spotify:track:7psdpEWmvZEoy8x3dKGhiB,0
19183,spotify:track:73qbBlEAcm2HfnAaSnP1II,58
19184,spotify:track:5iyqqccidB1SEpOXXctyTR,0
19185,spotify:track:34JBZjGLUZonoqFjtbC31v,49
19186,spotify:track:2LjkT4gu5wO4JdeEYl0fMY,52
19187,spotify:track:4PwrtL49U4FF3JVcU6Bwln,24
19188,spotify:track:64Tp4KN5U5rtqrasP5a7FH,59
19189,spotify:track:6kAg2tL3QyZMttR5OolAtE,28
19190,spotify:track:7dltD9eEX7X1zk8JJ9BS0e,65
19191,spotify:track:6ewxbP6CQK8c15lLuitqFa,18
19192,spotify:track:7JFGm7ptMSB9q8BZMDUEpT,41
19193,spotify:track:33riuTg9aVoiRhHTqm2Qq8,53
19194,spotify:track:1SKPmfSYaPsETbRHaiA18G,77
19195,spotify:track:0OgBdN4vdRiYkGl2jsovBf,31
19196,spotify:track:10eBRyImhfqVvkiVEGf0N0,61
19197,spotify:track:3fVnlF4pGqWI9flVENcT28,75
19198,spotify:track:5CsL8xv6nDbpchuuehskBy,0
19199,spotify:track:49DX6QVRhUM0a9Rw21qCpG,7
19200,spotify:track:3G1lmq2hDoJZlemVcJNFK0,48
19201,spotify:track:5SWfocxhAkjf3eg4lrv8vZ,57
19202,spotify:track:1rS3J4u1G8f6hbmTosa8Nf,53
19203,spotify:track:7zhtvHKryuaFkatu7rz9gV,0
19204,spotify:track:3jM2x40f38ny0BZSF1AV8P,32
19205,spotify:track:10CYH0IV6nIsoYUhUZUYwN,24
19206,spotify:track:0c07qeRvyLzNhIQLjEY761,0
19207,spotify:track:67Youh9aLM3zYd9y5BSNBs,19
19208,spotify:track:0KHEq7xbwH3Ivy86mIkFuX,12
19209,spotify:track:0Aqlt4N5h6rUtKnd09VXpr,53
19210,spotify:track:5nkvd74YgSExJkWmloI2Fe,0
19211,spotify:track:1Pyxh8ERS8aouSSOQVvVsz,50
19212,spotify:track:5m77d1ztVTdZN9FevK9TE1,46
19213,spotify:track:2FL7ilGkBOrKVck7msHRAM,0
19214,spotify:track:29SQc0rWYpWyMWy5juXx04,0
19215,spotify:track:1zg63S70JHm0mi4n3NuYti,0
19216,spotify:track:74wh9N4UMPpaU0URTP4b0R,40
19217,spotify:track:0lu01ISHR6W1SxUnBCyh0m,18
19218,spotify:track:1uf32kARg3zTaLv10axVY4,0
19219,spotify:track:2LRj8su5PjrGkbp3TZZG8D,53
19220,spotify:track:3m4khUCvqSz5Rv2QS14rUh,57
19221,spotify:track:7sdqtgsO9zxvKdrrVDpaNu,45
19222,spotify:track:37MA6MjmCDzVngu7AzZI7X,37
19223,spotify:track:5sAwgaOHwtuxqcFrldmdqz,42
19224,spotify:track:34t8SsA7yEqv6c7bYJSLJR,6
19225,spotify:track:17bBNcLyMBDayQskHJX29T,0
19226,spotify:track:5RLzsVW6UNiV2YrOlKwzNN,58
19227,spotify:track:2GhD1ppTxExfX3OQRUL6t9,0
19228,spotify:track:5UPKNiepYLSuyWnvREeMbG,0
19229,spotify:track:2Mqggm27ZkH3EyscmCDnIg,53
19230,spotify:track:24R0Fwq8VYtcJsBsjFz80q,0
19231,spotify:track:3RVlXSaYyd1JOyXPbnE9IV,40
19232,spotify:track:1gX9VRmAF45zS1YaScEg0d,24
19233,spotify:track:0oulhgKMk5RUADidNicdky,48
19234,spotify:track:7DKjnQH7yeCUPXX88Hh12p,51
19235,spotify:track:72Gphjxas8aJsqpRqO6xY5,28
19236,spotify:track:11r2v4blW2ipKJ1164IZiD,4
19237,spotify:track:4UtDrwAkSbrZgAUQSWKcti,37
19238,spotify:track:6sbZNeGOLDz7WqLk0Nd51J,47
19239,spotify:track:2qNJc0MstfUO9KmRC8Buqe,0
19240,spotify:track:0AQquaENerGps8BQmbPw14,68
19241,spotify:track:7fQ3PYTYdu208fQ3JEm2U7,62
19242,spotify:track:2iAlDwRozfuIgjvqSJWsw4,2
19243,spotify:track:6PehtSBEtO66drSzXpQE0A,37
19244,spotify:track:7Ca88RFeeUu4Cn52sFxobX,0
19245,spotify:track:4mJelpvjFr68tazSTwdvRt,16
19246,spotify:track:0194YiKINgCOppywsNv7FT,37
19247,spotify:track:7u9Mn8rCLhBByOtXSQUlMZ,26
19248,spotify:track:1XNwr3B4k9U7BNXeRMnJgU,4
19249,spotify:track:0Eu7utZFs3f3NoZTRHU6fd,23
19250,spotify:track:09xhU22OFNhBqsDXt0ZVt6,42
19251,spotify:track:1a5Yu5L18qNxVhXx38njON,50
19252,spotify:track:0WCEaydwN65cvwaW8aqptF,0
19253,spotify:track:3prgCqodybVT758HNY2SXW,39
19254,spotify:track:0LWkdUtorgGHr1bwT2C6tY,53
19255,spotify:track:41kg2RvdwBuIv0OPpvBS4v,63
19256,spotify:track:1pNlZQeoPnlxqf1Mjgm0H2,59
19257,spotify:track:301rOc8VF34Op3NhRfYcus,42
19258,spotify:track:4USs70AsgPDl1Pj38PM1WM,36
19259,spotify:track:12hrTdStYqC2lM5SAIQOcq,47
19260,spotify:track:5g1jCZ5cQuPw6YvEkd7Yni,38
19261,spotify:track:6tlRgNME7ULlY5OcvRdgYn,45
19262,spotify:track:3tNYGRRCSU9wot9lXdX8Rh,41
19263,spotify:track:6b769E9sQf0kZTILVjSDaH,49
19264,spotify:track:0S0fMU5GP6BzFB04bQDsiT,29
19265,spotify:track:3z8QNza19bGAxKeumRZNfa,27
19266,spotify:track:0tPKjqP3T1vSvmLz2zrCSl,0
19267,spotify:track:2bQi1EVzDYCeMxdSmoLTK4,0
19268,spotify:track:3a0PmAzfzQfCZFGWkqQ2vi,49
19269,spotify:track:3pdHJCTk85ls2SGGXIJ7XH,59
19270,spotify:track:4PIRphLLoKGsjSNCBGr5Ha,29
19271,spotify:track:20GxyDLGDLr4zgb5587Oue,37
19272,spotify:track:06yrcI03mmIh5bNtGMn2k5,29
19273,spotify:track:2NewluthDCbZQdubjvsOz4,26
19274,spotify:track:2CFfxOMdPcGucFso8YVuCU,22
19275,spotify:track:23sGBdr5biGqhWIWxw9OOZ,42
19276,spotify:track:2e9OIW4s1V5RlsOkYtOrAP,17
19277,spotify:track:7uVnOSjfCG4booCtvvhxfG,19
19278,spotify:track:7lM4ue2GtK9Vty8yVak2uF,20
19279,spotify:track:53BZ5rg2KcDbht42kj1ujG,0
19280,spotify:track:14IuTF8uzWjYyPMQlZAOBG,0
19281,spotify:track:2LyzbzZYTVUhUt9YBCvUaq,0
19282,spotify:track:0ROYl9hQ26mt81vU2GKdpu,0
19283,spotify:track:6cMgZ0p7yjs3OTPYBszrpI,14
19284,spotify:track:0AoXqrt0rv0gdzgN8JdpTa,0
19285,spotify:track:3pFUIEeWiTSIZu5GfZRiiI,0
19286,spotify:track:6bbQuT0lK4ekunMnK446Bt,46
19287,spotify:track:6ywRlumSQjOOkcSnJYAgHw,49
19288,spotify:track:0jReWc6eb3rpd4Wlf1ABWz,10
19289,spotify:track:4W9zZsQKsqikYbKM9vcN5Q,50
19290,spotify:track:06JxwPA4WAg0LWADJtaldL,46
19291,spotify:track:3lILuFinx7CFaYXJ6FWz54,50
19292,spotify:track:2FNsNZjUQg3bhx5dWW0pRs,45
19293,spotify:track:27jbQySldKEX1W17293Mto,35
19294,spotify:track:6vJBMSMWwORe9m5rCDR8ZE,14
19295,spotify:track:6J7SJqAZa4eFvoFCsKhsvb,39
19296,spotify:track:6M8UhCdVuWxKwVRhe3sWQa,42
19297,spotify:track:0LyU4jqQqlXxCORU8149PV,0
19298,spotify:track:5W68YeADvFGOegS3TmP7w8,50
19299,spotify:track:2L7ZeyDHPoaK2FpfBjOTC6,0
19300,spotify:track:0okEeHYqnA5z3mDmOtz4Az,0
19301,spotify:track:5a9yyZE83UskiAlIsQR7Lz,36
19302,spotify:track:3VVstQ0fpj4pdSPe2QZT5z,55
19303,spotify:track:10ZyMvgVOMYfVpRqcPiqOi,36
19304,spotify:track:1MPEPvmX18S9MK4RlMKIst,55
19305,spotify:track:5EC1LGwsPHVXBcjlf3cHct,46
19306,spotify:track:5XXiK8GZjjmCHpBpUEm9z5,50
19307,spotify:track:67qUEZ8HOzdz3110FohG9k,31
19308,spotify:track:1o0cObpbURSTFEoXSgmL6a,41
19309,spotify:track:1YIH6tlSPVEjSRdZ3Q4p4I,27
19310,spotify:track:1zX9ziH6fCwdtH3exHEIq8,29
19311,spotify:track:7HHle8A6urSZT4RxkDQIiz,49
19312,spotify:track:2albIR3fBkSoAj76RjqGw7,37
19313,spotify:track:2vuY4aYI49AY6pXB12ivBu,28
19314,spotify:track:09zb1vmjubFswa5uUeCn58,28
19315,spotify:track:2ePDO3Cz4v8i7Ykhh3s6re,24
19316,spotify:track:5WuJevnJxYhhtn30jl6kvH,22
19317,spotify:track:6HivW0Ik8x6Es9cEXINQoF,20
19318,spotify:track:63FCcU7tR5GJVM10M3MO0p,33
19319,spotify:track:5AUHROjYS2LeZW87IOxoh9,12
19320,spotify:track:1jpNcapYk21W4spk2mZNmG,8
19321,spotify:track:2hld8Y0Kr96TwmIqyBhHQ8,19
19322,spotify:track:4vNCvQzO5Ak7scaQMj4fjs,0
19323,spotify:track:5cYlW1O1DZhNPc1EcZp7nv,0
19324,spotify:track:7uvasObuAgIg4YEaUorXC5,0
19325,spotify:track:3lgdbi8wTuESTePsexmHKJ,0
19326,spotify:track:5KWv6WJhUQb5qeVEVHpPFP,0
19327,spotify:track:3TQBkURNeWaDF1LPu5oZcH,0
19328,spotify:track:1vVWMRSNFn5Cr9461BAWny,0
19329,spotify:track:2GkDiMoiiXd2f1VIf4M5pb,0
19330,spotify:track:2mUCG6LEz0Wghy6AXvgSke,0
19331,spotify:track:0vGCxnTwYZFtOAW3oz28kd,51
19332,spotify:track:70U8S3FnHJlwPuid3D2A5d,49
19333,spotify:track:2HZGsnMByx3V8KmNW6LqWF,51
19334,spotify:track:2Ck23L2znrPAFiyopqzWUj,49
19335,spotify:track:4dyBuBbYZj1iiK0ywYjYzT,53
19336,spotify:track:61MZN0yyMWSEwrLPUUGfgJ,59
19337,spotify:track:1jvzmNw7sVTSDnprPuEi0D,45
19338,spotify:track:4NyegW6LMpFwagS3ya44Cl,8
